IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,UNIT,VALUE
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Uganda,Percentage,79.64912547
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Uganda,Percentage,84.109018
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Uganda,Percentage,87.91179336
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Ukraine,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Ukraine,Percentage,95.69064265
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Ukraine,Percentage,95.27122689
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Ukraine,Percentage,91.92852275
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Ukraine,Percentage,96.3980983
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,United Arab Emirates,Percentage,99.64412811
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,United Arab Emirates,Percentage,91.28205128
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,New Caledonia,Percentage,92.07920792
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Nicaragua,Percentage,93.56804333
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Nicaragua,Percentage,99.61636829
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Nicaragua,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Nicaragua,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Niger,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Niger,Percentage,90.44411178
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Niger,Percentage,87.89452657
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Niger,Percentage,87.08449916
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Nigeria,Percentage,88.28178694
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Nigeria,Percentage,89.22820154
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Nigeria,Percentage,80.8441308
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Nigeria,Percentage,94.18394323
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,United Arab Emirates,Percentage,97.92284866
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,United Arab Emirates,Percentage,96.5625
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,United Arab Emirates,Percentage,74.17840376
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,United Republic of Tanzania,Percentage,89.45737042
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,United Republic of Tanzania,Percentage,92.65785397
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,United Republic of Tanzania,Percentage,50.78276935
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Uruguay,Percentage,76.56784493
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Uruguay,Percentage,71.04477612
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Uruguay,Percentage,67.84682081
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Uruguay,Percentage,77.47163695
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Uruguay,Percentage,81.13846154
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Uzbekistan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Uzbekistan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Uzbekistan,Percentage,87.77920046
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Uzbekistan,Percentage,98.92351531
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Vanuatu,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Vanuatu,Percentage,54.34782609
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Vanuatu,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Venezuela (Bolivarian Republic of),Percentage,70.78296951
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Venezuela (Bolivarian Republic of),Percentage,62.89820119
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Venezuela (Bolivarian Republic of),Percentage,49.74406513
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Venezuela (Bolivarian Republic of),Percentage,85.21554341
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Venezuela (Bolivarian Republic of),Percentage,63.36554906
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Viet Nam,Percentage,75.93055096
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Gambia,Percentage,13.02048909
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Gambia,Percentage,6.245443499
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Gambia,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Ghana,Percentage,9.341819675
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Ghana,Percentage,91.09896782
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Ghana,Percentage,97.97316586
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Ghana,Percentage,91.98599198
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Ghana,Percentage,97.94937563
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Guam,Percentage,30.36437247
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Guam,Percentage,64.375
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Guam,Percentage,79.16666667
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Guam,Percentage,65.32258065
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Guam,Percentage,15.08196721
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Nigeria,Percentage,94.24941107
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Niue,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,North Macedonia,Percentage,82.01058201
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,North Macedonia,Percentage,85.07462687
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,North Macedonia,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,North Macedonia,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Northern Mariana Islands,Percentage,61.23076923
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Northern Mariana Islands,Percentage,59.48275862
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Northern Mariana Islands,Percentage,14.11764706
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Northern Mariana Islands,Percentage,71.60493827
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Northern Mariana Islands,Percentage,55.55555556
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Norway,Percentage,89.56043956
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Guatemala,Percentage,30.22866704
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Guatemala,Percentage,80.8141552
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Guatemala,Percentage,80.95614828
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Guinea,Percentage,86.57492686
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Guinea,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Guinea,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Guinea,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Guinea-Bissau,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Guinea-Bissau,Percentage,0
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Guinea-Bissau,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Guyana,Percentage,63.11787072
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Guyana,Percentage,38.48238482
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Guyana,Percentage,63.90423573
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,"occupied Palestinian territory, including east Jerusalem",Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,"occupied Palestinian territory, including east Jerusalem",Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,"occupied Palestinian territory, including east Jerusalem",Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,"occupied Palestinian territory, including east Jerusalem",Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,"occupied Palestinian territory, including east Jerusalem",Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Oman,Percentage,95.21169355
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Oman,Percentage,96.41401793
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Oman,Percentage,93.04219097
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Oman,Percentage,94.44985394
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Oman,Percentage,90.62389848
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Pakistan,Percentage,29.43991948
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Pakistan,Percentage,36.25938756
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Guyana,Percentage,63.7630662
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Guyana,Percentage,59.77011494
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Haiti,Percentage,90.39816484
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Haiti,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Haiti,Percentage,62.16766315
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Haiti,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Haiti,Percentage,80
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Honduras,Percentage,52.68287571
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Honduras,Percentage,38.2864414
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Honduras,Percentage,92.45582238
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Honduras,Percentage,37.87334071
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Honduras,Percentage,52.98376052
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,India,Percentage,79.24773802
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Azerbaijan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Azerbaijan,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Azerbaijan,Percentage,91.99848312
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Azerbaijan,Percentage,97.99668417
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Bahamas,Percentage,29.85074627
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Bahamas,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Bahamas,Percentage,97.05882353
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Bahamas,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Bahamas,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Bahrain,Percentage,94.32624113
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Bahrain,Percentage,88.69257951
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Bahrain,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Bahrain,Percentage,83.10626703
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,India,Percentage,85.24492351
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,India,Percentage,76.02208547
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,India,Percentage,94.18253348
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,India,Percentage,94.13053038
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Indonesia,Percentage,2.947938629
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Indonesia,Percentage,2.880259675
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Indonesia,Percentage,97.89280197
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Indonesia,Percentage,99.25245952
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Indonesia,Percentage,98.82473213
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Iran (Islamic Republic of),Percentage,93.46065833
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Iran (Islamic Republic of),Percentage,94.19413155
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Iran (Islamic Republic of),Percentage,93.61020469
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Bahrain,Percentage,87.83269962
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Barbados,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Belarus,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Belarus,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Belarus,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Belarus,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Belarus,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Belize,Percentage,92.26519337
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Belize,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Belize,Percentage,17.7852349
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2019,Benin,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Benin,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Benin,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2022,Benin,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Benin,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2020,Bermuda,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2021,Bermuda,Percentage,100
CF339A994C7B13,TB_newinc_con_screen_prct,Percentage of household contacts (or all close contacts) who were evaluated for TB,2023,Bermuda,Percentage,100
